date,category,title,author,link,desc
2020-05-08,,"'나혼자 산다' 송승헌, 이시언이 포착한 '삼겹살 굽는 잘생긴 형'",스포츠조선=이유나 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804484.html,[스포츠조선 이유나 기자] 이시언이 송승헌의 삼겹살 굽는 모습에 감탄했다. 8일 방송한 MBC '나혼자 산다'에서는 드라마 촬영차 제주도에서 생활하고..
2020-05-08,,"이병헌·이민정 부부 '덕분에 챌린지' 참여...""의료진 노고 진심 감사""",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804460.html,"배우 이병헌·이민정 부부가 '덕분에 챌린지'에 동참했다. 이병헌은 8일 인스타그램에 ""코로나19 위기 극복을 위해 밤낮을 잊고 애쓰시는 의료진 여러.."
2020-05-08,,"'편스토랑' 이영자, 母 치매 고백→오윤아 아들 깜짝 선물 '뭉클' [종합]",스포츠조선=조윤선 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804479.html,[스포츠조선 조윤선 기자] '편스토랑' 이영자와 오윤아의 가족 사랑이 감동을 자아냈다.8일 방송된 KBS 2TV '신상출시 편스토랑'(이하 '편스토랑')에서..
2020-05-08,,"벤투 감독, 자가 격리 마치고 8일 K리그 개막전 관전",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804444.html,파울루 벤투 축구대표팀 감독이 자가 격리를 마치고 무관중으로 열린 전북 현대와 수원 삼성의 K리그1(1부리그) 개막전을 지켜봤다.벤투 감독을 비롯..
2020-05-08,,"'박병호 결승포' 키움, 한화 제압…KT 소형준, 데뷔전서 승리(종합)",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804441.html,키움 히어로즈가 '4번 타자' 박병호의 결승 홈런을 앞세워 한화 이글스를 꺾었다. 키움은 8일 고척스카이돔에서 열린 2020 신한은행 쏠 KBO리그 한화와..
2020-05-08,,"13세 소년 황산 부어 살해한 마피아, 코로나 덕분에 풀려나 이탈리아 발칵",파리=손진석 특파원,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804434.html,지난 4월 28일 이탈리아 국민들의 뇌리 속에 선명하게 기억돼 있는 악명 높은 마피아 한 명이 출소했다. 올해 85세인 프랑코 카탈도라는 사람이다. 그..
2020-05-08,,"'삼시세끼' 유해진, 초보 선장 '마도로스 유' 등극…첫 게스트 공효진 등장[종합]",스포츠조선=김준석 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804425.html,"[스포츠조선닷컴 김준석 기자] 배우 유해진이 초보 선장에 데뷔한 가운데, 첫 게스트로 배우 공효진이 등장했다.8일 방송된 tvN '삼시세끼 어촌편5'에.."
2020-05-08,,이태원 클럽 간 청주시 20대 남성도 코로나 확진,권광순 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804415.html,집단발병이 발생한 이태원 클럽에 갔던 충북 청주 출신 20대 남성이 코로나바이러스 감염증 진단 검사에서 양성 판정을 받았다. 8일 충북도에 따르면..
2020-05-08,,"[창원 VR] ""왓츠업, 노스캐롤라이나"" NC, 홈 개막전에서 화답했다",스포츠조선=선수민 기자,https://news.chosun.com/site/data/html_dir/2020/05/09/2020050900336.html,[창원=스포츠조선 선수민 기자] NC 다이노스가 미국 노스캐롤라이나주 팬들의 뜨거운 관심에 화답했다.NC는 8일 창원NC파크에서 LG 트윈스를 상대로 홈..
2020-05-08,,"[창원 코멘트] '동점포+4출루' 이명기 ""어느 타순에서든 내 역할하고 싶다""",스포츠조선=선수민 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804421.html,[창원=스포츠조선 선수민 기자] NC 다이노스 외야수 이명기가 펄펄 날았다.이명기는 8일 창원NC파크에서 열린 LG 트윈스와의 홈 개막전에 2번-좌익수로..
2020-05-08,,"[창원 Live] '어깨 부상' NC 모창민, 일단 골절은 피했다",스포츠조선=선수민 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804423.html,[창원=스포츠조선 선수민 기자] NC 다이노스 내야수 모창민이 일단 골절상은 피했다.모창민은 8일 창원NC파크에서 열린 LG 트윈스와의 경기에 5번-1루..
2020-05-08,,"K리그 무관중 개막 ""하루빨리 팬들 봤으면""",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804404.html,프로축구 K리그가 신종 코로나바이러스 감염증(코로나19) 여파를 딛고 막을 올렸다.전북 현대와 수원 삼성은 8일 오후 7시 전주월드컵경기장에서 하..
2020-05-08,,"이동국 '덕분에 챌린지'는 ""의료진에 보내는 감사""",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804403.html,프로축구 K리그가 신종 코로나바이러스 감염증(코로나19) 여파를 딛고 막을 올린 가운데 첫 골의 주인공은 베테랑 공격수 이동국(전북)이었다.전북 ..
2020-05-08,,"'박병호 결승홈런' 키움, 한화에 5-3 승리",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804402.html,키움 히어로즈가 '4번 타자' 박병호의 결승 홈런을 앞세워 한화 이글스를 꺾었다. 키움은 8일 고척스카이돔에서 열린 2020 신한은행 쏠 KBO리그 한화와..
2020-05-08,,"[고척 코멘트]키움 이정후의 '어버이날' 소감 ""어머니 헌신에 감사드린다""",스포츠조선=김영록 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804419.html,"[고척=스포츠조선 김영록 기자]""어버이날을 맞아 부모님께 좋은 경기를 보여드려 기쁘다.""선제 투런포부터 사이클링히트에 준하는 활약까지, 멋진 .."
2020-05-08,,"'강경준♥장신영' 막내아들, 인형같은 비주얼 ""누구 닮아 잘생겼니""",스포츠조선=이유나 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804417.html,"[스포츠조선 이유나 기자] 강경준과 장신영의 막내아들이 인형같은 외모로 랜선 이모들의 마음을 훔쳤다. 장신영은 8일 자신의 인스타그램에 ""장난.."
2020-05-08,,"기지개 켠 K리그, 첫 골 주인공은 이동국",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804401.html,프로축구 K리그가 신종 코로나바이러스 감염증(코로나19) 여파를 딛고 막을 올린 가운데 첫 골의 주인공은 베테랑 공격수 이동국(전북)이었다.전북 ..
2020-05-08,,"SK 이재원, 손가락 골절로 이탈…재활 6~8주 예상",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804398.html,"SK 와이번스가 시즌 초반부터 악재를 만났다. 주전 포수 이재원(32)이 손가락 골절로 전력에서 이탈했다. SK 관계자는 8일 ""이재원이 재검진에서 오른.."
2020-05-08,,"2020 발리볼네이션스리그, 코로나19로 취소",뉴시스,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804397.html,배구 국제대회인 발리볼네이션스리그(VNL)가 신종 코로나바이러스 감염증(코로나19)로 취소됐다. 국제배구연맹(FIVB)은 8일 홈페이지를 통해 2020 VNL의..
2020-05-08,,"[창원 코멘트] '개막 4연승' 이동욱 감독 ""선수들이 하나로 뭉쳐 승리 견인했다""",스포츠조선=선수민 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804405.html,[창원=스포츠조선 선수민 기자] 이동욱 NC 다이노스 감독이 타선의 활약에 미소지었다.NC는 8일 창원NC파크에서 열린 LG 트윈스와의 홈 개막전에서 타..
2020-05-08,,"[잠실인터뷰]'성공적 데뷔' 소형준 ""나보다 부모님이 더 긴장…효도할게요""",스포츠조선=나유리 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804395.html,"[잠실=스포츠조선 나유리 기자]""첫 아웃카운트를 잡고 나니 긴장이 좀 풀렸어요.""KT 위즈 신인 투수 소형준이 프로 데뷔 무대에서 선발승을 챙겼다. .."
2020-05-08,,"정준호♥이하정, 어버이날 꽃 달고 함박미소 가족사진 ""사랑한다""",스포츠조선=이유나 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804387.html,"[스포츠조선 이유나 기자] 정준호와 이하정 부부가 어버이날 기념 가족사진을 찍어 공개했다.이하정은 8일 자신의 인스타그램에 ""사랑한다, 사랑한.."
2020-05-08,,"[고척 인터뷰]키움 박병호가 밝힌 '결승 투런' 비하인드 ""땅볼 노렸는데 홈런""",스포츠조선=김영록 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804391.html,"[고척=스포츠조선 김영록 기자]""전진 수비를 안하길래 내야 땅볼을 친다는 느낌으로 변화구만 노렸는데 홈런이 됐다.""치열했던 승부의 끝은 박병호.."
2020-05-08,,이태원 주점 간 성남시의료원 간호사 확진에 수술실 폐쇄,권광순 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804331.html,성남시는 성남시의료원 남성 간호사(26) 1명이 코로나바이러스 감염증 확진 판정에 따라 해당 간호사가 근무했던 수술실이 폐쇄되고 동료 의료진도..
2020-05-08,,"[無관중有잼]전세계 축구 갈증 풀어준 K리그 개막전, BBC ""이게 축구, 우리가 알고 있던 게 아니다""",스포츠조선=노주환 기자,https://news.chosun.com/site/data/html_dir/2020/05/09/2020050900001.html,[전주=스포츠조선 노주환 기자]코로나19를 슬기롭게 극복하고 치른 전북 현대와 수원 삼성의 하나원큐 K리그 2020시즌 개막전. 한국 프로축구는 이 경..
2020-05-08,,"해외 팬과 함께 한 NC, LG 대파…창단 후 첫 개막 4연승",창원=송원형 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804333.html,8일 프로야구 NC의 창원 홈 개막전이 열린 창원NC파크 대형 전광판에는 이전에 볼 수 없던 장면이 나왔다. 이날 LG전에선 공수 교대를 할 때나 투수 교..
2020-05-08,,[2020 KBO리그 기록실] SK vs 롯데 (5월 8일),스포츠조선=신대일 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804393.html,[2020 KBO리그 기록실] SK vs 롯데 (5월 8일)
2020-05-08,,[2020 KBO리그 기록실] LG vs NC (5월 8일),스포츠조선=신대일 기자,https://news.chosun.com/site/data/html_dir/2020/05/08/2020050804343.html,
